,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
1975,0,No,No,21,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,390.4
5917,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.95,59.25
3953,1,No,No,6,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.4,434.1
2092,0,Yes,No,72,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9
4250,0,No,No,63,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8
2069,0,No,No,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6
257,0,No,No,50,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1
4316,0,No,No,69,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1
3103,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.45,19.45
2933,0,Yes,Yes,68,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.0,1664.3
6235,1,Yes,Yes,22,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2
6285,0,No,No,26,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85
2014,0,Yes,Yes,13,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1
6415,0,Yes,No,58,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,2540.1
5365,0,No,Yes,62,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.0,1250.1
5928,0,Yes,Yes,61,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.75,1311.6
4677,0,Yes,No,10,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9
318,1,Yes,No,24,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05
1533,0,No,No,14,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95
6073,0,Yes,Yes,64,No,No,No,No,No,No,No,One year,No,Mailed check,24.9,1595.5
962,1,Yes,No,8,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95
442,0,Yes,No,54,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5
3612,0,No,No,21,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,1558.7
1739,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9
395,0,No,No,66,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95
2194,0,No,No,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5
401,0,No,No,11,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,237.7
2132,0,Yes,Yes,23,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,436.9
3619,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,6129.2
2725,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4
3815,0,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3
6890,0,No,No,53,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.1,3357.9
3441,0,Yes,Yes,34,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05
3750,1,Yes,No,12,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85
1798,0,No,No,35,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),26.2,954.9
1301,0,Yes,Yes,66,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,3810.8
5016,0,No,No,5,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.85,108.05
1373,0,No,Yes,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,19.85
1087,0,No,No,32,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4
1093,0,Yes,Yes,71,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7
4035,0,Yes,Yes,52,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7
2233,0,No,No,54,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3
1829,0,No,No,8,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45
1247,0,Yes,Yes,24,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.15,2033.05
3689,1,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15
5029,0,Yes,No,7,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1
5411,1,Yes,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8
3639,1,Yes,No,60,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0
2493,0,Yes,No,6,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25
3555,0,No,No,20,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5
3225,0,No,No,13,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85
2911,0,No,No,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5
5875,0,Yes,No,65,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),71.0,4386.2
1193,0,No,No,47,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3
2118,0,Yes,Yes,22,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65
3925,0,Yes,No,37,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,72.1,2658.4
2749,0,Yes,Yes,34,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8
4509,0,No,No,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3
5510,0,No,No,18,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65
5213,1,Yes,No,17,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7
2202,1,Yes,No,7,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55
4309,0,No,No,22,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3
1458,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.55,20.55
4313,0,No,No,23,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75
2196,0,Yes,Yes,19,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,382.2
3434,0,No,No,11,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85
2949,0,No,No,56,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75
4130,0,No,No,10,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,374.0
6575,0,No,No,22,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5
4330,0,No,No,19,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95
6000,0,No,Yes,52,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.65,928.4
326,1,Yes,No,11,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05
3215,0,Yes,No,41,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0
5806,0,No,Yes,2,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.6,35.85
3472,1,No,No,56,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35
3865,0,No,Yes,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.0,24.0
4184,1,Yes,No,5,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95
2958,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.55,19.55
4763,0,Yes,Yes,58,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.55,5511.65
5724,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,71.35
5273,0,Yes,Yes,69,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.15,1337.5
5590,0,Yes,Yes,25,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.15,477.6
4824,1,Yes,No,72,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1
369,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65
4296,0,Yes,Yes,35,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55
4013,0,No,No,2,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.35,117.05
1632,0,No,No,48,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8
3134,0,Yes,Yes,36,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.2,702.9
1221,0,No,No,9,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1
135,0,No,No,43,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7,1188.2
2968,0,No,No,3,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45
6711,0,Yes,Yes,49,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,4889.2
5174,0,No,No,7,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7
5249,0,No,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7
2153,0,Yes,No,25,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75
2165,0,No,No,13,No,No,No,No,No,No,No,One year,No,Mailed check,20.2,273.25
716,0,Yes,No,71,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9
780,0,Yes,Yes,71,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5
5120,0,Yes,Yes,7,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3
5106,0,No,No,52,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7
6984,0,No,Yes,31,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.0,789.2
3243,0,No,No,19,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05
2661,0,No,No,66,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,3177.25
3241,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.1,20.1
1669,0,No,No,8,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9
6327,0,No,No,28,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65
5853,0,Yes,No,62,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,6001.45
6854,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,32.7
3231,0,No,No,15,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85
4980,1,Yes,No,22,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.6,548.8
1797,0,No,No,30,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,578.5
4383,0,Yes,No,63,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2
3965,1,Yes,No,52,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,5621.85
439,0,No,No,1,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05
1724,0,Yes,No,3,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,273.2
2934,0,Yes,Yes,12,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.4,198.1
4325,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.75,20.75
208,0,No,No,19,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45
2285,0,Yes,No,53,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2
3057,0,Yes,Yes,25,No,No,No,No,No,No,No,One year,No,Electronic check,19.6,411.15
4109,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35
1446,0,No,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05
1789,0,Yes,No,54,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.4,1621.35
6600,0,Yes,Yes,3,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7
4031,0,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5
6054,0,Yes,Yes,36,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9
5039,1,No,No,2,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05
6908,0,No,Yes,9,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35,449.75
612,0,No,Yes,66,No,No,No,No,No,No,No,Two year,No,Mailed check,20.55,1357.1
4452,0,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2
3066,0,No,No,10,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3
5199,0,No,No,51,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25
3338,0,No,No,12,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65
212,0,No,Yes,61,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,1124.2
2972,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85
3325,0,No,No,4,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9
1466,0,Yes,Yes,12,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15
1881,0,No,No,26,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55
4420,0,No,No,27,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3
3729,0,No,No,62,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.05,1201.65
3602,0,No,No,38,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4
5275,0,No,No,11,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0
3318,0,No,No,10,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25
6390,0,Yes,Yes,70,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1
4797,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2
6896,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.95,43.95
1376,0,No,No,5,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4
3990,0,No,No,14,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45
1572,1,No,No,3,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1
4053,1,No,No,11,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,662.95
6880,0,Yes,Yes,72,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.2,1787.35
742,0,No,No,10,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55
3873,0,Yes,Yes,51,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0
1125,1,Yes,No,39,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8
2768,0,No,No,12,No,No,No,No,No,No,No,One year,No,Mailed check,19.7,260.9
6671,0,Yes,No,59,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85
4121,1,Yes,No,27,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2
4417,0,No,Yes,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45
4941,0,No,No,3,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.8,58.15
6865,0,Yes,No,8,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,65.5,564.35
4998,1,No,No,62,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35
2818,0,Yes,Yes,29,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15
3862,0,Yes,Yes,70,No,No,No,No,No,No,No,Two year,No,Mailed check,25.4,1782.05
606,0,Yes,Yes,38,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9
2930,0,Yes,Yes,31,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,755.6
6826,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.7,83.75
1295,0,Yes,Yes,70,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5460.2
733,0,Yes,Yes,72,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7
2485,0,No,No,14,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,1072.0
2614,0,Yes,Yes,67,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45
1497,0,Yes,Yes,51,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55
3097,0,No,Yes,2,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,42.9
2035,0,No,Yes,43,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05
4111,0,No,No,22,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8
1677,0,Yes,Yes,6,No,No,No,No,No,No,No,Two year,No,Mailed check,25.4,153.3
6663,0,No,No,1,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65
6291,0,No,No,59,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1
4112,0,No,No,59,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7
364,0,No,No,18,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05
1197,0,Yes,No,15,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.45,340.85
4011,0,Yes,Yes,23,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.65,451.55
6426,0,No,No,41,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05
6241,0,No,No,3,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05
2363,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75
4106,1,Yes,No,24,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05
1968,0,No,No,53,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8
371,0,No,No,2,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5
5001,0,No,No,19,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5
6847,0,Yes,Yes,18,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8
1691,0,Yes,Yes,60,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,1161.75
1256,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75
1476,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,36.8
4361,0,No,No,29,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2
3880,0,Yes,Yes,26,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1
1327,0,Yes,No,59,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1
3986,0,Yes,No,66,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.6,6424.25
477,0,Yes,Yes,7,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05
6315,0,Yes,Yes,48,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4
2058,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8
6007,0,No,Yes,39,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7
3668,0,Yes,No,22,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35
5200,0,Yes,Yes,70,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0
6747,0,Yes,No,52,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95
5068,0,Yes,No,71,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.9,1493.2
6310,0,No,No,60,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9
6159,0,No,Yes,2,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.5,38.25
6441,0,Yes,Yes,17,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.35,920.5
6030,0,No,No,43,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2
4761,0,Yes,Yes,72,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.0,1738.9
2185,0,Yes,Yes,24,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15
1747,0,Yes,Yes,3,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85
1241,0,No,No,30,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1888.45
2542,0,No,Yes,35,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15
5721,0,No,No,27,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65
4620,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15
3224,0,No,No,7,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1
5609,0,Yes,No,29,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25
4348,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.1,19.1
1954,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45
1714,0,No,No,68,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25
4629,0,No,No,13,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.3,279.3
3076,0,No,No,6,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1
1722,0,No,No,51,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.4,2928.5
4332,0,Yes,Yes,54,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95
6173,1,No,No,35,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5
2982,0,Yes,Yes,52,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.85,1071.6
2251,0,No,No,11,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25
1804,0,Yes,Yes,34,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.65,716.4
1801,0,No,No,22,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4
4528,0,No,No,44,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2
6453,1,Yes,No,47,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05
6213,0,Yes,Yes,19,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,387.7
4882,0,No,No,66,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4
2715,0,No,No,41,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45
4142,0,No,No,67,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.5,3870.0
980,0,No,No,20,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0
601,0,No,No,2,No,No,No,No,No,No,No,One year,No,Mailed check,19.95,47.7
3746,0,Yes,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95
298,0,Yes,Yes,40,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75
4783,1,Yes,Yes,71,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.2,4982.5
