,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,Rating
291,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,Ewallet,194.95,6.0
366,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,Cash,461.88,5.6
588,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14,Cash,596.1,5.3
815,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284000000000002,446.964,2019-03-14,Ewallet,425.68,5.0
750,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.4639999999999995,93.744,2019-03-14,Ewallet,89.28,4.1
560,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.93099999999998,2019-03-14,Cash,194.22,7.3
655,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,2019-03-14,Credit card,47.07,5.8
617,840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,Ewallet,439.55,4.4
627,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,Cash,825.8,5.0
602,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,Ewallet,775.6,6.9
866,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.211999999999996,760.452,2019-03-15,Credit card,724.24,6.5
201,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,Cash,229.96,6.6
798,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.638999999999999,97.419,2019-03-15,Credit card,92.78,9.8
29,848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,2019-03-15,Cash,224.01,7.4
33,595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,202.81799999999998,2019-03-15,Credit card,193.16,5.1
491,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,Credit card,196.6,7.2
875,154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15,Ewallet,522.08,6.3
594,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,Cash,290.4,5.3
795,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,2019-03-15,Ewallet,54.36,4.3
397,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,Cash,122.31,5.8
810,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,Ewallet,86.0,6.2
22,273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,2019-03-15,Credit card,66.4,4.4
478,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,Ewallet,343.7,6.7
192,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,2019-03-16,Cash,790.2,9.2
728,210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.49199999999996,2019-03-16,Ewallet,389.04,6.8
139,575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29.0,609.0,2019-03-16,Ewallet,580.0,9.2
452,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,Ewallet,318.05,4.8
359,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,Cash,74.97,5.6
768,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.68800000000005,2019-03-16,Cash,382.56,7.9
253,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,Cash,95.0,5.2
44,617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,32.277,2019-03-16,Cash,30.74,7.2
463,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.750999999999998,2019-03-17,Cash,22.62,6.4
603,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.352999999999998,343.413,2019-03-17,Ewallet,327.06,7.8
805,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494000000000002,325.374,2019-03-17,Cash,309.88,4.2
251,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,Credit card,351.9,8.4
889,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,Ewallet,769.2,5.6
862,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.0760000000000005,106.596,2019-03-17,Credit card,101.52,4.3
207,263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,Ewallet,285.3,7.8
960,256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.579,2019-03-18,Cash,91.98,9.8
722,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.617999999999999,138.97799999999998,2019-03-18,Credit card,132.36,7.9
515,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,Ewallet,51.47,8.5
476,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,Credit card,166.3,4.2
633,420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,2019-03-18,Ewallet,299.1,4.7
303,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,Credit card,204.76,4.7
884,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,2019-03-19,Cash,166.68,7.6
336,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,Ewallet,687.6,7.5
423,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,Credit card,203.36,6.7
641,155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19,Ewallet,708.4,4.7
962,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,2019-03-19,Credit card,15.5,7.4
637,318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,2019-03-19,Cash,46.2,6.3
49,574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,2019-03-19,Ewallet,826.3,7.9
435,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,Ewallet,893.16,9.0
874,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,2019-03-19,Credit card,93.16,5.9
260,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,Ewallet,675.54,6.2
545,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.7620000000000005,163.002,2019-03-19,Ewallet,155.24,4.9
147,568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,2019-03-19,Credit card,264.56,5.6
104,716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,2019-03-19,Cash,212.45,8.0
711,728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,2019-03-19,Ewallet,302.12,8.3
381,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,Cash,53.22,4.2
194,831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,2019-03-19,Credit card,163.55,9.9
521,451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,Cash,499.02,7.3
495,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368000000000002,637.7280000000001,2019-03-20,Cash,607.36,5.5
564,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,Cash,198.5,9.0
615,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,Ewallet,348.48,4.2
778,102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,2019-03-20,Cash,126.25,6.1
563,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,Ewallet,447.06,5.0
427,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,Credit card,62.61,8.0
621,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,2019-03-20,Cash,91.61,9.8
278,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,Cash,709.9,5.7
212,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,Ewallet,461.8,4.9
634,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,2019-03-20,Credit card,239.73,5.0
224,213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,Cash,86.5,6.2
647,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,2019-03-20,Cash,33.63,5.6
739,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,Cash,845.64,9.8
279,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,Credit card,440.2,9.6
175,827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,2019-03-21,Ewallet,304.56,8.8
939,500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.92699999999996,2019-03-21,Ewallet,343.74,5.9
878,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,2019-03-21,Credit card,720.16,4.5
308,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,Ewallet,79.44,4.7
335,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,Credit card,142.25,9.1
485,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,Ewallet,197.96,6.6
52,616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.054,2019-03-22,Ewallet,71.48,6.5
107,630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13,6,18.639,391.41900000000004,2019-03-22,Cash,372.78,7.4
441,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,Credit card,707.44,4.3
990,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,Credit card,282.8,4.5
25,227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,21.035999999999998,441.756,2019-03-22,Credit card,420.72,8.5
215,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194000000000003,2019-03-22,Credit card,18.28,8.3
813,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,2019-03-22,Cash,95.15,6.0
467,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,Cash,222.12,4.5
414,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.81199999999995,2019-03-22,Ewallet,407.44,9.2
574,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,Credit card,429.55,8.6
98,865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75,3,7.9125,166.1625,2019-03-23,Ewallet,158.25,9.3
736,386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,Credit card,568.4,8.1
150,608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,2019-03-23,Credit card,366.16,4.8
197,856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,2019-03-23,Ewallet,25.29,6.1
887,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,2019-03-23,Ewallet,734.7,9.5
802,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,Ewallet,471.73,6.9
487,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,Ewallet,148.6,8.3
178,407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,2019-03-23,Ewallet,443.28,4.4
38,333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968000000000004,461.32800000000003,2019-03-23,Ewallet,439.36,7.6
182,851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,Ewallet,155.0,8.0
740,733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,2019-03-23,Cash,389.27,8.5
334,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,Ewallet,73.5,8.5
367,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.187999999999999,276.948,2019-03-24,Cash,263.76,6.0
662,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,Credit card,352.5,5.9
828,538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,Cash,649.5,5.2
216,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,Cash,123.85,8.5
108,588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.98,9,15.290999999999999,321.111,2019-03-24,Cash,305.82,4.2
930,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,2019-03-24,Ewallet,599.52,7.1
599,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24,Ewallet,140.64,9.6
905,118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.675999999999998,329.19599999999997,2019-03-24,Cash,313.52,7.9
907,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,Credit card,414.4,6.6
286,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.7430000000000003,78.60300000000001,2019-03-24,Cash,74.86,6.9
5,699-14-3026,C,Naypyitaw,Normal,Male,Electronic accessories,85.39,7,29.8865,627.6165,2019-03-25,Ewallet,597.73,4.1
503,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,Cash,186.62,6.3
554,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.7620000000000005,142.002,2019-03-25,Cash,135.24,6.9
86,362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,2019-03-25,Cash,382.6,9.9
968,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,2019-03-25,Cash,47.4,9.5
329,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.71200000000002,2019-03-25,Cash,145.44,7.6
820,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,2019-03-25,Ewallet,211.56,6.7
759,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,Ewallet,221.56,8.0
400,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.40900000000002,2019-03-25,Credit card,236.58,9.4
946,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,2019-03-26,Credit card,168.5,5.3
449,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,Credit card,39.12,9.6
196,848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,2019-03-26,Cash,87.4,4.9
902,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,2019-03-26,Credit card,138.65,4.2
748,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,2019-03-26,Credit card,110.61,8.0
763,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,2019-03-26,Ewallet,53.45,7.6
533,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,Ewallet,146.79,8.4
827,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,2019-03-26,Credit card,123.84,8.5
100,163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,2019-03-26,Cash,48.71,4.1
305,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,Ewallet,505.4,4.3
578,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854000000000001,269.934,2019-03-26,Cash,257.08,7.7
835,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.6189999999999998,54.998999999999995,2019-03-26,Cash,52.38,5.8
520,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,Credit card,137.13,7.7
586,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.87099999999998,2019-03-27,Cash,157.02,9.2
159,423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,2019-03-27,Ewallet,560.34,10.0
701,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.80799999999999,2019-03-27,Credit card,96.96,4.3
642,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.90700000000001,2019-03-27,Ewallet,111.34,6.0
56,106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,4.434,93.11399999999999,2019-03-27,Cash,88.68,5.8
87,633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.283,362.94300000000004,2019-03-27,Credit card,345.66,7.3
908,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.03400000000002,2019-03-27,Ewallet,159.08,6.2
910,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,2019-03-27,Credit card,87.45,7.3
941,702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,2019-03-27,Cash,898.38,6.6
149,238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.984000000000002,272.664,2019-03-27,Credit card,259.68,4.9
103,212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.26,6,17.477999999999998,367.038,2019-03-28,Cash,349.56,9.9
716,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,Ewallet,500.22,4.5
348,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107000000000001,191.247,2019-03-28,Cash,182.14,5.1
208,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,Ewallet,91.11,5.1
620,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.792,2019-03-28,Credit card,215.04,9.2
464,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,Credit card,256.7,9.1
338,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,Credit card,142.95,9.5
944,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.08800000000001,2019-03-28,Cash,70.56,4.2
420,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,Ewallet,115.8,7.5
607,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,2019-03-28,Credit card,199.16,6.4
508,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,Cash,306.45,7.0
705,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,Cash,502.39,8.9
559,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,Ewallet,217.26,8.2
988,267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29,Ewallet,823.4,4.3
14,829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,35.69,749.49,2019-03-29,Cash,713.8,5.7
296,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.12799999999999,2019-03-29,Cash,115.36,6.4
516,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,Ewallet,274.3,9.8
96,766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.935,922.635,2019-03-29,Ewallet,878.7,5.1
306,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,Cash,281.61,9.6
643,131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008000000000003,609.168,2019-03-30,Credit card,580.16,4.0
671,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,Cash,186.8,5.5
473,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028000000000002,609.5880000000001,2019-03-30,Cash,580.56,4.6
646,778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063000000000002,442.32300000000004,2019-03-30,Cash,421.26,7.4
883,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.325999999999999,216.84599999999998,2019-03-30,Ewallet,206.52,7.5
158,743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.748999999999995,918.7289999999999,2019-03-30,Ewallet,874.98,6.0
881,115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.512,2019-03-30,Credit card,81.44,9.5
963,364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.983,2019-03-30,Cash,290.46,6.7
937,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30,Cash,447.4,7.4
474,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,Cash,322.2,6.6
